AREA,UNIT,DISC,DOCUMENT NUMBER,REV,TITLE,STATUS,ORIGINATOR,TYPE
H4,001,IC,SPP-0401413-H4-001-15-50-011,B,INSTRUMENT DATASHEETS FOR ESD ON-OFF VALVES AT HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,IC,SPP-0401413-H4-001-15-50-012,A,INSTRUMENT DATASHEETS FOR ANALYSER TRANSMITTERS AT HABSHAN-4,ICR,WORLEY,DOCUMENT
H4,001,ME,DOD-0401413-H4-001-08-44-104,A,SPECIFICATION FOR COS HYDROLYSIS PACKAGE (TAG NO: 190-ME-105),ICR,WORLEY,DOCUMENT
H4,133,ME,R-0401413-H4-133-10-55-001,0,MATERIAL REQUISITION FOR ACID GAS BLOWER,IFT,WORLEY,DOCUMENT
H4,190,ME,R-0401413-H4-190-33-80-001,0,MATERIAL REQUISITION FOR WATER CHILLING PACKAGE (190-ME-103),IFT,WORLEY,DOCUMENT
H4,190,ME,SP-0401413-H4-190-33-44-017,0,SPECIFICATION FOR HABSHAN 4 WATER CHILLING PACKAGE (190-ME-103),IFT,WORLEY,DOCUMENT
H4,133,ME,SPP-0401413-H4-133-06-44-103,0,MECHANICAL DATASHEET FOR LEAN AMINE CHILLER (TAG NO. 133-E-111 A/B/C/D),IFT,WORLEY,DOCUMENT
H4,133,ME,SPP-0401413-H4-133-07-44-101,0,MECHANICAL DATASHEET FOR ACID GAS AIR COOLER (TAG NO. 133-E-110),IFT,WORLEY,DOCUMENT
H4,133,ME,SPP-0401413-H4-133-08-44-102,0,MECHANICAL DATASHEET FOR ACID GAS KNOCKOUT DRUM (TAG NO. 133-V-110),IFT,WORLEY,DOCUMENT
H4,133,ME,SPP-0401413-H4-133-09-44-007,0,DATASHEET FOR HABSHAN 4 SOUR WATER TRANSFER PUMPS (133-P-111A/B),IFT,WORLEY,DOCUMENT
H4,133,ME,SPP-0401413-H4-133-10-44-009,0,DATASHEET FOR HABSHAN 4 ACID GAS BLOWER (133-B-101),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-07-44-107,0,MECHANICAL DATASHEET FOR LP COMPRESSOR 4TH STAGE DISCHARGE COOLER (TAG NO. 190-E-104),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-08-44-100,0,MECHANICAL DATASHEET FOR LP COMPRESSOR 1ST STAGE SUCTION SCRUBBER - HABSHAN 4 (TAG NO. 190-V-101),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-08-44-109,0,MECHANICAL DATASHEET FOR HABSHAN 4 CLOSED DRAIN DRUM (TAG NO. 190-V-119),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-08-44-110,0,MECHANICAL DATASHEET FOR HABSHAN 4 GLYCOL DRAIN DRUM (TAG NO. 190-V-112),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-09-44-008,0,DATASHEET FOR HABSHAN 4 SOUR WATER PUMPS (190-P-101A/B),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-09-44-010,0,DATASHEET FOR HABSHAN 4 CLOSED DRAIN PUMPS (190-P-112A/B),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-09-44-012,0,DATASHEET FOR GLYCOL WATER CIRCULATION PUMPS (190-P-107A/B),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-09-44-013,0,DATASHEET FOR HABSHAN 4 GLYCOL DRAIN PUMP (190-P-105),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-09-44-019,B,DATASHEET FOR HABSHAN 4 GLYCOL WATER MAKE UP PUMPS (190-P-108A/B),IFA,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-10-44-006,0,DATASHEET FOR HABSHAN 4 LOW PRESSURE CO2 COMPRESSOR PACKAGE (190-C-101),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-25-44-108,0,MECHANICAL DATASHEET FOR HABSHAN 4 GLYCOL WATER STORAGE TANK (TAG NO. 190-TK-102),IFT,WORLEY,DOCUMENT
H4,190,ME,SPP-0401413-H4-190-68-44-011,A,DATASHEET FOR OVERHEAD TRAVELLING CRANES IN VARIOUS SHEDS OF HABSHAN 4,ICR,WORLEY,DOCUMENT
H4,161,ML,0401413-161-63-44-001,0,UNIT 161 - POTABLE & UTILITY WATER DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,162,ML,0401413-162-63-44-005,0,"UNIT 162 - STEAM, CONDENSATE, BOILER FEEDWATER & BLOWDOWN SYSTEM - TIE-IN - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,165,ML,0401413-165-63-44-001,0,UNIT 165 - FUEL GAS SYSTEM - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,167,ML,0401413-167-63-44-002,0,UNIT 167 INSTRUMENT AIR GENERATION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,168,ML,0401413-168-63-44-001,0,UNIT 168 - NITROGEN DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,372,ML,0401413-372-0020-001-116,0,UNIT 372 - SOUR WATER FLASH DRUMS & STORAGE TANK TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-001,A,HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT (GAS TREATING) UNIT 133 TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-002,A,"HABSHAN 4 CO2 RECOVERY - KOD, BLOWER, AIR COOLER & ACID GAS - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-003,A,HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-004,A,"HABSHAN 4 CO2 RECOVERY - H4 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-005,A,HABSHAN 4 CO2 RECOVERY - COS REACTOR PACKAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-006,A,HABSHAN 4 CO2 RECOVERY - TEG DEHYDRATION UNIT - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-007,A,HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-008,A,HABSHAN 4 CO2 RECOVERY - H4 - SCRAPER LAUNCHER - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-009,A,UNIT 167 INSTRUMENT AIR GENERATION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-010,A,UNIT 168 - NITROGEN DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-011,A,UNIT 165 - FUEL GAS SYSTEM - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-012,A,"HABSHAN 4 CO2 RECOVERY - INSTRUMENT, PLANT AIR, N2 & FUEL GAS - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-013,A,UNIT 161 - POTABLE & UTILITY WATER DISTRIBUTION - TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-014,A,"HABSHAN 4 CO2 RECOVERY - UTILITY WATER, POTABLE WATER - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-015,A,HABSHAN 4 CO2 RECOVERY - CIRCULATED COOLING WATER SUPPLY & RETURN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-016,A,"UNIT 162 - STEAM, CONDENSATE, BOILER FEEDWATER & BLOWDOWN SYSTEM - TIE-IN - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-017,A,"HABSHAN 4 CO2 RECOVERY - HP, LP, STEAM, BFW & STEAM CONDENSATE - MATERIAL SELECTION DIAGRAM",ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-018,A,HABSHAN 4 CO2 RECOVERY - CLOSED DRAIN DRUM & PUMP - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-019,A,HABSHAN 4 CO2 RECOVERY - FLARE AND CLOSED DRAIN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,001,ML,0401413-H4-001-63-44-020,A,UNIT 372 - SOUR WATER FLASH DRUMS & STORAGE TANK TIE-IN - MATERIAL SELECTION DIAGRAM,ICR,WORLEY,DRAWING
H4,133,ML,0401413-H4-133-63-44-006,0,"HABSHAN 4 CO2 RECOVERY - KOD, BLOWER, AIR COOLER & ACID GAS - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-007,0,HABSHAN 4 CO2 RECOVERY - LP CO2 COMPRESSOR 1ST STAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-008,0,"HABSHAN 4 CO2 RECOVERY - H4 - LP CO2 COMPRESSOR 2ND, 3RD & 4TH STAGE - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-009,0,HABSHAN 4 CO2 RECOVERY - COS REACTOR PACKAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-010,0,HABSHAN 4 CO2 RECOVERY - TEG DEHYDRATION UNIT - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-011,0,HABSHAN 4 CO2 RECOVERY - REFRIGERANT PACKAGE - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-012,0,HABSHAN 4 CO2 RECOVERY - H4 - SCRAPER LAUNCHER - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-108,0,"HABSHAN 4 CO2 RECOVERY - INSTRUMENT, PLANT AIR, N2 & FUEL GAS - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-110,0,"HABSHAN 4 CO2 RECOVERY - UTILITY WATER, POTABLE WATER - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-111,0,HABSHAN 4 CO2 RECOVERY - CIRCULATED COOLING WATER SUPPLY & RETURN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-113,0,"HABSHAN 4 CO2 RECOVERY - HP, LP, STEAM, BFW & STEAM CONDENSATE - MATERIAL SELECTION DIAGRAM",IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-114,0,HABSHAN 4 CO2 RECOVERY - CLOSED DRAIN DRUM & PUMP - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,190,ML,0401413-H4-190-63-44-115,0,HABSHAN 4 CO2 RECOVERY - FLARE AND CLOSED DRAIN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DRAWING
H4,133,ML,614010-2200-4901-0001-005,0,HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT (GAS TREATING) UNIT 133 TIE-IN - MATERIAL SELECTION DIAGRAM,IFT,WORLEY,DOCUMENT
H4,001,PI,0401413-H4-001-13-31-001-001,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-31-001-002,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-31-001-003,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-31-001-004,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-31-001-005,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-31-001-006,0,"HABSHAN-4 DEMOLITION ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-80-001,0,HABSHAN OVERALL PLOT PLAN - HABSHAN & BAB TIE-IN LOCATION PLAN HABSHAN-4,IFT,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-82-001-001,B,"HABSHAN-4 TIE-IN ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFA,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-82-001-002,B,"HABSHAN-4 TIE-IN ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFA,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-82-001-003,B,"HABSHAN-4 TIE-IN ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFA,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-82-001-004,B,"HABSHAN-4 TIE-IN ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFA,WORLEY,DRAWING
H4,001,PI,0401413-H4-001-13-82-001-005,B,"HABSHAN-4 TIE-IN ISOMETRICS - UNIT 133, 152, 153, 177, 190, 377 AND 372",IFA,WORLEY,DRAWING
H4,133,PI,0401413-H4-133-13-60-001,B,UNIT 133 ACID GAS ENRICHMENT PLOT PLAN,IFA,WORLEY,DRAWING
H4,152,PI,0401413-H4-152-13-12-001,A,PIPING GA DRAWING KEYPLAN - UNIT 152 & UNIT 153 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,177,PI,0401413-H4-177-13-12-001,A,PIPING GA DRAWING KEYPLAN - UNIT 133 & UNIT 177 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,177,PI,0401413-H4-177-13-12-002,A,PIPING GA DRAWING KEYPLAN - UNIT 177 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-12-001,A,PIPING GA DRAWING KEYPLAN - UNIT 190 HABSHAN-4,ICR,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-12-002,A,PIPING GA DRAWING KEYPLAN - SCRAPPER LAUNCHER UNIT HABSHAN-4,ICR,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-60-001,B,PLOT PLAN UNIT-190 CO2 RECOVERY HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-60-002,B,PLOT PLAN SECTION - UNIT 190 CO2 RECOVERY HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-60-003,B,PLOT PLAN UNIT-190 SCRAPER LAUNCHER UNIT HABSHAN-4,IFA,WORLEY,DRAWING
H4,190,PI,0401413-H4-190-13-60-004,A,PLOT PLAN SECTION - UNIT 190 CO2 RECOVERY HABSHAN-4,ICR,WORLEY,DRAWING
H4,377,PI,0401413-H4-377-13-12-001,A,PIPING GA DRAWING KEYPLAN - UNIT 377 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,377,PI,0401413-H4-377-13-12-002,A,PIPING GA DRAWING KEYPLAN - UNIT 377 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,377,PI,0401413-H4-377-13-12-003,A,PIPING GA DRAWING KEYPLAN - UNIT 377 PIPE RACK HABSHAN-4,ICR,WORLEY,DRAWING
H4,001,PI,BOQ-0401413-H4-001-13-90-001,0,PIPING MTO FOR HABSHAN 4,IFI,WORLEY,DOCUMENT
H4,001,PI,BOQ-0401413-H4-001-13-90-002,0,VALVE MTO FOR HABSHAN 4,IFI,WORLEY,DOCUMENT
H4,001,PI,DC-0401413-H4-001-13-80-001,1,ADDITIONAL DESIGN REQUIREMENT - HABSHAN 4 OGD-3 INTERFACE PIPERACKS,IFD,WORLEY,DOCUMENT
H4,001,PI,DOD-0401413-H4-001-13-70-002,B,PIPING TIE-IN SCHEDULE FOR HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,PI,LD-0401413-H4-001-13-20-001,A,PIPING GA DRAWING INDEX - HABSHAN-4,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-001,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-001,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-002,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-002,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-003,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-003,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-005,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-005,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-006,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-006,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-007,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-007,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-008,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-008,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-009,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-009,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-010,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-010,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-011,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-011,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-012,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-012,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-013,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-013,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-015,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-015,ICR,WORLEY,DOCUMENT
H4,001,PI,RPT-0401413-H4-001-13-71-017,A,PIPE STRESS ANALYSIS REPORT: PE-CAL-017,ICR,WORLEY,DOCUMENT
H4,001,PI,SPP-0401413-H4-001-13-45-001,B,DATASHEETS FOR SPECIALTY ITEMS IN HABSHAN 4,IFA,WORLEY,DOCUMENT
H4,001,PI,SPP-0401413-H4-001-13-90-003,B,PIPING SPECIALTY ITEMS LIST FOR HABSHAN-4,IFA,WORLEY,DOCUMENT
H4,001,PL,0401413-H4-001-95-30-001,A,PIPELINE STATION APPROACH DRAWING LAUNCHER AREA AT HABSHAN 4,ICR,WORLEY,DRAWING
H4,133,PR,0401413-133-00-20-501-0001-001,0,HABSHAN 4 CO2 RECOVERY ACID GAS ENRICHMENT UNIT (GAS TREATING) UNIT 133 TIE-IN PROCESS FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-500-0001,E,P&ID - HABSHAN 4 CO2 RECOVERY - INTERFACE AGEU + SRU AREA - TIE IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-500-0001D,C,P&ID - HABSHAN 4 CO2 RECOVERY - INTERFACE AGEU + SRU AREA - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-500-0002,C,P&ID - HABSHAN 4 CO2 RECOVERY - INTERFACE AGEU + SRU - TIE-IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-500-0002D,C,P&ID - HABSHAN 4 CO2 RECOVERY - INTERFACE AGEU + SRU - TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0001,E,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORPTION SECTION TIE-IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0001D,C,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORPTION SECTION TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0002,E,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORBER OFF GAS KOD TIE-IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0002D,C,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORBER OFF GAS KOD TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0004,A,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 REGENERATOR,ICR,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0005,A,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 REBOILER,ICR,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0008,A,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 SOLVENT STORAGE,ICR,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0008D,A,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 SOLVENT STORAGE,ICR,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0010,C,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORBER KNOCKOUT DRUM/PUMP TIE-IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-30-501-0010D,C,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 ABSORBER KNOCKOUT DRUM/PUMP TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-40-506-002,E,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 AMINE DRAIN SYSTEM TIE-IN,IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-40-506-002D,C,P&ID - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT 133 AMINE DRAIN SYSTEM TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,133,PR,0401413-133-00-71-501-0001,0,PROCESS SAFEGUARDING DIAGRAM - HABSHAN 4 CO2 RECOVERY - ACID GAS ENRICHMENT UNIT (GAS TREATING) UNIT 133 TIE-IN,IFT,WORLEY,DRAWING
H4,152,PR,0401413-152-00-30-501-0015,E,P&ID - SULFUR RECOVERY UNIT 152 INCINERATOR - TIE IN,IFH,WORLEY,DRAWING
H4,152,PR,0401413-152-00-30-501-0015D,C,P&ID - SULFUR RECOVERY UNIT 152 INCINERATOR - TIE IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,153,PR,0401413-153-00-30-501-0015,E,P&ID - SULFUR RECOVERY UNIT 153 INCINERATOR - TIE IN,IFH,WORLEY,DRAWING
H4,153,PR,0401413-153-00-30-501-0015D,C,P&ID - SULFUR RECOVERY UNIT 153 INCINERATOR - TIE IN (DEMOLITIOIN),IFH,WORLEY,DRAWING
H4,161,PR,0401413-161-00-20-001,0,UNIT 161 POTABLE & UTILITY WATER DISTRIBUTION - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,162,PR,0401413-162-00-20-005,0,"UNIT 162 STEAM, CONDENSATE, BOILER FEEDWATER & BLOWDOWN SYSTEM - TIE-IN UTILITY FLOW DIAGRAM",IFT,WORLEY,DRAWING
H4,165,PR,0401413-165-00-20-001,0,UNIT 165 FUEL GAS SYSTEM - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,167,PR,0401413-167-00-20-002,0,UNIT 167 INSTRUMENT AIR GENERATION - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,168,PR,0401413-168-00-20-001,0,UNIT 168 NITROGEN DISTRIBUTION - TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,177,PR,0401413-177-00-40-004,E,P&ID - HABSHAN 4 CO2 RECOVERY - UTILITY INTERCONNECTION - TIE-IN (SHT 1/2),IFH,WORLEY,DRAWING
H4,177,PR,0401413-177-00-40-004D,C,P&ID - HABSHAN 4 CO2 RECOVERY - UTILITY INTERCONNECTION - TIE-IN (SHT 1/2) (DEMOLITION),IFH,WORLEY,DRAWING
H4,345,PR,0401413-345-00-30-008,A,P&ID - HABSHAN 4 CO2 RECOVERY - NGL STORAGE AND EXPORT PROPANE TRANSFER PUMPS - TIE-IN,ICR,WORLEY,DRAWING
H4,345,PR,0401413-345-00-30-008D,A,P&ID - HABSHAN 4 CO2 RECOVERY - NGL STORAGE AND EXPORT PROPANE TRANSFER PUMPS - TIE-IN,ICR,WORLEY,DRAWING
H4,372,PR,0401413-372-00-20-001-001,0,UNIT 372 SOUR WATER FLASH DRUMS & STORAGE TANK TIE-IN UTILITY FLOW DIAGRAM,IFT,WORLEY,DRAWING
H4,372,PR,0401413-372-00-30-004,C,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 372 SOUR WATER TREATMENT SOUR WATER STORAGE TANK A - TIE-IN,IFH,WORLEY,DRAWING
H4,372,PR,0401413-372-00-30-004D,A,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 372 SOUR WATER TREATMENT SOUR WATER STORAGE TANK A - TIE-IN,ICR,WORLEY,DRAWING
H4,377,PR,0401413-377-00-40-135,C,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 377 - INTERCONNECTS LOW TEMPERATURE FLARE SYSTEM TIE-IN,IFH,WORLEY,DRAWING
H4,377,PR,0401413-377-00-40-135D,C,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 377 - INTERCONNECTS LOW TEMPERATURE FLARE SYSTEM TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
H4,377,PR,0401413-377-00-40-139,C,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 377 - INTERCONNECTS ACID GAS FLARE SYSTEM TIE-IN,IFH,WORLEY,DRAWING
H4,377,PR,0401413-377-00-40-139D,C,P&ID - HABSHAN 4 CO2 RECOVERY - UNIT 377 - INTERCONNECTS ACID GAS FLARE SYSTEM TIE-IN (DEMOLITION),IFH,WORLEY,DRAWING
